time,open,high,low,close,volume
2025-02-06,75.15,75.77,74.84,75.38,416203
2025-02-07,75.3,75.54,75.0,75.46,507376
2025-02-10,75.38,75.38,74.38,74.46,466831
2025-02-11,74.46,74.61,73.15,74.23,644755
2025-02-12,74.07,74.61,73.92,73.92,459061
2025-02-13,73.61,74.0,73.46,74.0,445889
2025-02-14,74.0,74.46,74.0,74.38,511740
2025-02-17,74.38,75.0,74.15,75.0,512975
2025-02-18,75.0,75.23,74.38,74.92,481033
2025-02-19,75.0,75.0,74.3,74.92,545167
2025-02-20,74.92,75.0,74.46,74.54,610994
2025-02-21,74.46,74.54,74.0,74.3,502040
2025-02-24,74.0,74.3,73.61,74.3,631413
2025-02-25,74.38,74.46,73.84,73.92,591306
2025-02-26,73.92,74.69,73.84,74.69,476643
2025-02-27,74.69,74.77,74.07,74.54,512857
2025-02-28,74.38,74.61,73.84,73.84,550635
2025-03-03,74.0,74.61,73.84,74.54,561581
2025-03-04,74.3,74.61,73.92,74.46,570365
2025-03-05,74.23,74.46,73.92,74.15,490931
2025-03-06,74.23,74.46,74.0,74.23,538645
2025-03-07,74.07,74.61,73.84,74.61,759340
2025-03-10,74.61,75.3,74.15,75.15,594615
2025-03-11,74.77,75.38,74.46,75.15,512019
2025-03-12,75.15,75.23,74.69,74.92,526535
2025-03-13,74.92,75.0,74.23,74.84,533058
2025-03-14,74.92,76.77,74.38,75.84,911837
2025-03-17,75.92,76.46,75.92,76.23,728074
2025-03-18,76.23,76.46,75.0,75.69,626258
2025-03-19,75.61,75.61,74.84,75.23,610048
2025-03-20,75.3,75.3,74.0,74.0,548927
2025-03-21,74.07,75.0,73.77,74.3,623149
2025-03-24,74.38,74.46,73.54,74.3,569410
2025-03-25,74.61,74.77,73.77,74.38,534538
2025-03-26,74.46,75.07,74.0,74.38,723406
2025-03-27,74.23,74.38,73.77,74.23,514185
2025-03-28,74.23,74.23,73.23,73.84,756196
2025-03-31,73.77,73.77,72.84,73.07,525601
2025-04-01,73.07,73.23,72.61,73.23,454923
2025-04-02,73.3,73.3,72.69,73.07,515710
2025-04-03,73.0,73.0,68.0,68.0,729195
2025-04-04,63.38,68.0,63.38,66.38,1025606
2025-04-08,66.15,66.15,61.77,63.54,636306
2025-04-09,60.69,63.46,59.31,60.84,634053
2025-04-10,65.07,65.07,65.07,65.07,21982
2025-04-11,69.61,69.61,65.07,65.69,998513
2025-04-14,65.69,65.77,64.31,65.77,604518
2025-04-15,65.23,65.69,63.38,64.07,797568
2025-04-16,64.07,65.77,64.0,65.69,640456
2025-04-17,64.38,67.69,64.0,67.69,1302632
2025-04-18,68.3,68.3,66.54,66.54,741915
2025-04-21,67.15,67.31,64.61,64.61,642465
2025-04-22,64.84,64.84,61.61,64.23,931966
2025-04-23,65.38,66.15,65.23,65.92,732337
2025-04-24,66.0,66.0,64.84,65.92,580184
2025-04-25,65.92,70.0,64.84,70.0,1409607
2025-04-28,68.46,69.23,67.23,68.54,451198
2025-04-29,68.54,68.54,66.15,66.15,664546
2025-05-05,66.23,69.0,66.15,68.92,636816
2025-05-06,68.92,69.0,67.77,68.46,596809
2025-05-07,68.54,68.54,67.77,68.38,590230
2025-05-08,68.3,69.38,67.23,69.07,713868
2025-05-09,68.46,69.23,68.07,68.84,589215
2025-05-12,68.84,69.61,68.46,69.54,742869
2025-05-13,70.38,70.38,68.77,69.61,598126
2025-05-14,69.07,71.54,68.84,71.54,1017159
2025-05-15,70.77,70.77,69.15,70.0,1046189
2025-05-16,69.23,69.84,69.0,69.23,625831
2025-05-19,68.84,68.84,67.69,67.69,710197
2025-05-20,67.69,68.38,66.77,67.92,899260
2025-05-21,68.0,68.0,67.07,67.92,690057
2025-05-22,67.31,68.15,66.92,67.07,838393
2025-05-23,67.0,67.69,66.61,67.54,572046
2025-05-26,67.54,67.54,66.31,67.54,575338
2025-05-27,67.31,68.3,67.15,68.0,737959
2025-05-28,67.84,68.15,67.31,67.69,632925
2025-05-29,67.31,67.46,67.07,67.31,524091
2025-05-30,67.0,67.46,66.61,66.92,532440
2025-06-02,66.84,69.3,66.54,68.84,1138752
2025-06-03,69.23,70.0,68.46,69.07,762135
